shipment_id,order_id,status,shipped_at,delivered_at
39,39,Shipped,2025-07-14 13:15:32.206574,2025-07-20 13:15:32.206574
40,40,Shipped,2025-07-30 13:15:32.206574,2025-08-02 13:15:32.206574
41,41,Delivered,2025-07-07 13:15:32.206574,
42,42,Shipped,2025-07-16 13:15:32.206574,2025-07-24 13:15:32.206574
43,43,Delivered,2025-07-29 13:15:32.206574,
44,44,Shipped,2025-07-19 13:15:32.206574,
45,45,Delivered,2025-07-14 13:15:32.206574,2025-07-21 13:15:32.206574
46,46,Shipped,2025-07-28 13:15:32.206574,
47,47,Delivered,2025-07-18 13:15:32.206574,
48,48,Delivered,2025-07-10 13:15:32.206574,2025-07-11 13:15:32.206574
49,49,Delivered,2025-08-03 13:15:32.206574,
50,50,Shipped,2025-07-21 13:15:32.206574,
51,51,Delivered,2025-07-14 13:15:32.206574,2025-07-18 13:15:32.206574
52,52,Shipped,2025-07-10 13:15:32.206574,
53,53,Shipped,2025-07-27 13:15:32.206574,2025-08-06 13:15:32.206574
54,54,Delivered,2025-07-12 13:15:32.206574,2025-07-18 13:15:32.206574
55,55,Delivered,2025-07-10 13:15:32.206574,
56,56,Delivered,2025-07-08 13:15:32.206574,
57,57,Delivered,2025-07-07 13:15:32.206574,
58,58,Delivered,2025-08-03 13:15:32.206574,2025-08-09 13:15:32.206574
59,59,Delivered,2025-08-06 13:15:32.206574,
60,60,Delivered,2025-08-03 13:15:32.206574,
61,61,Delivered,2025-07-31 13:15:32.206574,2025-08-06 13:15:32.206574
62,62,Shipped,2025-07-08 13:15:32.206574,2025-07-14 13:15:32.206574
63,63,Delivered,2025-07-17 13:15:32.206574,
64,64,Delivered,2025-07-12 13:15:32.206574,
65,65,Delivered,2025-07-09 13:15:32.206574,2025-07-13 13:15:32.206574
66,66,Delivered,2025-08-02 13:15:32.206574,2025-08-05 13:15:32.206574
67,67,Shipped,2025-07-11 13:15:32.206574,2025-07-19 13:15:32.206574
68,68,Shipped,2025-07-09 13:15:32.206574,2025-07-16 13:15:32.206574
69,69,Delivered,2025-07-30 13:15:32.206574,
70,70,Delivered,2025-08-01 13:15:32.206574,
71,71,Delivered,2025-07-24 13:15:32.206574,2025-08-01 13:15:32.206574
72,72,Shipped,2025-08-05 13:15:32.206574,
73,73,Shipped,2025-07-07 13:15:32.206574,
74,74,Shipped,2025-07-07 13:15:32.206574,
75,75,Delivered,2025-08-01 13:15:32.206574,
76,76,Shipped,2025-07-13 13:15:32.206574,
77,77,Delivered,2025-08-03 13:15:32.206574,
78,78,Delivered,2025-08-01 13:15:32.206574,2025-08-05 13:15:32.206574
79,79,Shipped,2025-08-02 13:15:32.206574,
80,80,Delivered,2025-07-27 13:15:32.206574,2025-07-28 13:15:32.206574
81,81,Delivered,2025-07-09 13:15:32.206574,2025-07-19 13:15:32.206574
82,82,Delivered,2025-08-06 13:15:32.206574,
83,83,Shipped,2025-08-05 13:15:32.206574,2025-08-11 13:15:32.206574
84,84,Shipped,2025-07-28 13:15:32.206574,
85,85,Delivered,2025-08-01 13:15:32.206574,
86,86,Shipped,2025-07-15 13:15:32.206574,
87,87,Delivered,2025-07-22 13:15:32.206574,2025-07-27 13:15:32.206574
88,88,Shipped,2025-07-08 13:15:32.206574,
89,89,Delivered,2025-07-18 13:15:32.206574,
90,90,Delivered,2025-07-19 13:15:32.206574,2025-07-26 13:15:32.206574
91,91,Shipped,2025-07-26 13:15:32.206574,
92,92,Shipped,2025-07-22 13:15:32.206574,
93,93,Delivered,2025-07-12 13:15:32.206574,
94,94,Delivered,2025-07-27 13:15:32.206574,
95,95,Shipped,2025-07-19 13:15:32.206574,
96,96,Shipped,2025-08-02 13:15:32.206574,
97,97,Shipped,2025-07-08 13:15:32.206574,2025-07-13 13:15:32.206574
98,98,Delivered,2025-07-30 13:15:32.206574,
99,99,Shipped,2025-07-19 13:15:32.206574,
100,100,Delivered,2025-08-02 13:15:32.206574,
101,101,Shipped,2025-08-01 13:15:32.206574,
102,102,Shipped,2025-08-05 13:15:32.206574,
103,103,Delivered,2025-07-19 13:15:32.206574,2025-07-20 13:15:32.206574
104,104,Shipped,2025-07-09 13:15:32.206574,
105,105,Shipped,2025-07-27 13:15:32.206574,2025-08-04 13:15:32.206574
106,106,Delivered,2025-07-13 13:15:32.206574,
107,107,Delivered,2025-07-28 13:15:32.206574,
108,108,Shipped,2025-07-22 13:15:32.206574,2025-07-28 13:15:32.206574
109,109,Shipped,2025-07-31 13:15:32.206574,2025-08-01 13:15:32.206574
110,110,Delivered,2025-08-06 13:15:32.206574,
111,111,Delivered,2025-07-22 13:15:32.206574,2025-07-30 13:15:32.206574
112,112,Shipped,2025-08-01 13:15:32.206574,
113,113,Shipped,2025-07-31 13:15:32.206574,2025-08-03 13:15:32.206574
114,114,Delivered,2025-07-23 13:15:32.206574,2025-07-31 13:15:32.206574
115,115,Delivered,2025-07-16 13:15:32.206574,2025-07-20 13:15:32.206574
116,116,Delivered,2025-07-30 13:15:32.206574,2025-08-02 13:15:32.206574
117,117,Delivered,2025-08-05 13:15:32.206574,2025-08-15 13:15:32.206574
118,118,Shipped,2025-07-14 13:15:32.206574,2025-07-24 13:15:32.206574
119,119,Shipped,2025-08-05 13:15:32.206574,
120,120,Delivered,2025-07-28 13:15:32.206574,
121,121,Delivered,2025-07-31 13:15:32.206574,2025-08-09 13:15:32.206574
122,122,Delivered,2025-07-20 13:15:32.206574,2025-07-25 13:15:32.206574
123,123,Delivered,2025-08-01 13:15:32.206574,2025-08-07 13:15:32.206574
124,124,Delivered,2025-07-18 13:15:32.206574,
125,125,Shipped,2025-07-11 13:15:32.206574,2025-07-20 13:15:32.206574
126,126,Delivered,2025-07-20 13:15:32.206574,2025-07-28 13:15:32.206574
127,127,Shipped,2025-08-01 13:15:32.206574,
128,128,Shipped,2025-07-16 13:15:32.206574,
129,129,Delivered,2025-07-12 13:15:32.206574,
130,130,Delivered,2025-07-14 13:15:32.206574,
131,131,Shipped,2025-07-15 13:15:32.206574,
132,132,Shipped,2025-07-31 13:15:32.206574,
133,133,Shipped,2025-08-02 13:15:32.206574,2025-08-06 13:15:32.206574
134,134,Delivered,2025-08-05 13:15:32.206574,2025-08-15 13:15:32.206574
135,135,Delivered,2025-07-16 13:15:32.206574,2025-07-25 13:15:32.206574
136,136,Shipped,2025-07-28 13:15:32.206574,
137,137,Delivered,2025-07-22 13:15:32.206574,2025-08-01 13:15:32.206574
138,138,Delivered,2025-07-22 13:15:32.206574,
139,139,Delivered,2025-07-07 13:15:32.206574,2025-07-08 13:15:32.206574
140,140,Shipped,2025-07-13 13:15:32.206574,2025-07-21 13:15:32.206574
141,141,Delivered,2025-07-16 13:15:32.206574,2025-07-23 13:15:32.206574
142,142,Shipped,2025-07-17 13:15:32.206574,2025-07-18 13:15:32.206574
143,143,Shipped,2025-07-15 13:15:32.206574,
144,144,Shipped,2025-07-16 13:15:32.206574,2025-07-21 13:15:32.206574
145,145,Shipped,2025-07-22 13:15:32.206574,
146,146,Shipped,2025-07-07 13:15:32.206574,
147,147,Shipped,2025-07-21 13:15:32.206574,2025-07-27 13:15:32.206574
148,148,Shipped,2025-07-29 13:15:32.206574,2025-08-07 13:15:32.206574
149,149,Shipped,2025-07-25 13:15:32.206574,2025-07-30 13:15:32.206574
150,150,Shipped,2025-07-13 13:15:32.206574,2025-07-18 13:15:32.206574
151,151,Shipped,2025-07-17 13:15:32.206574,
152,152,Delivered,2025-07-18 13:15:32.206574,2025-07-19 13:15:32.206574
153,153,Delivered,2025-07-23 13:15:32.206574,2025-07-30 13:15:32.206574
154,154,Delivered,2025-07-22 13:15:32.206574,2025-07-24 13:15:32.206574
155,155,Shipped,2025-08-04 13:15:32.206574,2025-08-14 13:15:32.206574
156,156,Delivered,2025-07-24 13:15:32.206574,
157,157,Delivered,2025-08-05 13:15:32.206574,2025-08-12 13:15:32.206574
158,158,Delivered,2025-07-08 13:15:32.206574,2025-07-10 13:15:32.206574
159,159,Delivered,2025-07-14 13:15:32.206574,2025-07-16 13:15:32.206574
160,160,Shipped,2025-07-14 13:15:32.206574,
161,161,Delivered,2025-08-02 13:15:32.206574,
162,162,Delivered,2025-07-16 13:15:32.206574,
163,163,Shipped,2025-07-12 13:15:32.206574,2025-07-15 13:15:32.206574
164,164,Shipped,2025-07-10 13:15:32.206574,2025-07-15 13:15:32.206574
165,165,Delivered,2025-07-09 13:15:32.206574,
166,166,Shipped,2025-07-07 13:15:32.206574,
167,167,Shipped,2025-08-01 13:15:32.206574,2025-08-06 13:15:32.206574
168,168,Delivered,2025-07-21 13:15:32.206574,2025-07-29 13:15:32.206574
169,169,Shipped,2025-08-06 13:15:32.206574,
170,170,Delivered,2025-07-07 13:15:32.206574,2025-07-17 13:15:32.206574
171,171,Shipped,2025-07-30 13:15:32.206574,2025-08-03 13:15:32.206574
172,172,Shipped,2025-07-11 13:15:32.206574,2025-07-12 13:15:32.206574
173,173,Shipped,2025-07-27 13:15:32.206574,2025-08-02 13:15:32.206574
174,174,Shipped,2025-07-27 13:15:32.206574,
175,175,Delivered,2025-07-19 13:15:32.206574,
176,176,Delivered,2025-08-06 13:15:32.206574,
177,177,Shipped,2025-08-05 13:15:32.206574,2025-08-15 13:15:32.206574
178,178,Delivered,2025-07-08 13:15:32.206574,
179,179,Delivered,2025-07-17 13:15:32.206574,
180,180,Delivered,2025-07-29 13:15:32.206574,
181,181,Shipped,2025-07-19 13:15:32.206574,2025-07-20 13:15:32.206574
182,182,Shipped,2025-07-15 13:15:32.206574,
183,183,Shipped,2025-07-21 13:15:32.206574,2025-07-31 13:15:32.206574
184,184,Delivered,2025-07-15 13:15:32.206574,2025-07-21 13:15:32.206574
185,185,Delivered,2025-07-25 13:15:32.206574,2025-07-30 13:15:32.206574
186,186,Delivered,2025-08-06 13:15:32.206574,
187,187,Delivered,2025-08-04 13:15:32.206574,2025-08-06 13:15:32.206574
188,188,Delivered,2025-07-16 13:15:32.206574,
189,189,Delivered,2025-07-29 13:15:32.206574,2025-08-02 13:15:32.206574
190,190,Shipped,2025-08-02 13:15:32.206574,
191,191,Delivered,2025-07-08 13:15:32.206574,2025-07-12 13:15:32.206574
192,192,Shipped,2025-07-23 13:15:32.206574,
193,193,Delivered,2025-08-06 13:15:32.206574,2025-08-12 13:15:32.206574
194,194,Shipped,2025-08-04 13:15:32.206574,
195,195,Delivered,2025-07-22 13:15:32.206574,2025-07-28 13:15:32.206574
196,196,Delivered,2025-07-27 13:15:32.206574,
197,197,Delivered,2025-07-30 13:15:32.206574,2025-08-09 13:15:32.206574
198,198,Shipped,2025-07-26 13:15:32.206574,
199,199,Shipped,2025-07-21 13:15:32.206574,
200,200,Delivered,2025-08-02 13:15:32.206574,
201,201,Shipped,2025-07-31 13:15:32.206574,
202,202,Delivered,2025-07-09 13:15:32.206574,
203,203,Delivered,2025-07-20 13:15:32.206574,
204,204,Delivered,2025-07-08 13:15:32.206574,2025-07-13 13:15:32.206574
205,205,Shipped,2025-08-01 13:15:32.206574,
206,206,Delivered,2025-08-04 13:15:32.206574,2025-08-13 13:15:32.206574
207,207,Shipped,2025-07-26 13:15:32.206574,
208,208,Shipped,2025-07-18 13:15:32.206574,2025-07-27 13:15:32.206574
209,209,Shipped,2025-08-03 13:15:32.206574,
210,210,Shipped,2025-08-05 13:15:32.206574,
211,211,Shipped,2025-07-11 13:15:32.206574,
212,212,Delivered,2025-07-20 13:15:32.206574,2025-07-24 13:15:32.206574
213,213,Shipped,2025-07-15 13:15:32.206574,2025-07-24 13:15:32.206574
214,214,Shipped,2025-07-08 13:15:32.206574,2025-07-16 13:15:32.206574
215,215,Delivered,2025-07-14 13:15:32.206574,2025-07-17 13:15:32.206574
216,216,Shipped,2025-07-28 13:15:32.206574,2025-07-30 13:15:32.206574
217,217,Delivered,2025-07-28 13:15:32.206574,
218,218,Delivered,2025-07-21 13:15:32.206574,2025-07-29 13:15:32.206574
219,219,Shipped,2025-07-07 13:15:32.206574,
220,220,Shipped,2025-08-06 13:15:32.206574,
221,221,Shipped,2025-08-04 13:15:32.206574,
222,222,Delivered,2025-07-19 13:15:32.206574,
223,223,Shipped,2025-07-26 13:15:32.206574,2025-08-01 13:15:32.206574
224,224,Shipped,2025-07-07 13:15:32.206574,
225,225,Shipped,2025-07-22 13:15:32.206574,
226,226,Shipped,2025-07-12 13:15:32.206574,
227,227,Delivered,2025-07-29 13:15:32.206574,2025-08-06 13:15:32.206574
228,228,Shipped,2025-08-06 13:15:32.206574,
229,229,Shipped,2025-07-31 13:15:32.206574,2025-08-06 13:15:32.206574
230,230,Shipped,2025-08-06 13:15:32.206574,2025-08-13 13:15:32.206574
231,231,Delivered,2025-07-20 13:15:32.206574,
232,232,Delivered,2025-07-23 13:15:32.206574,2025-07-31 13:15:32.206574
233,233,Delivered,2025-08-02 13:15:32.206574,
234,234,Delivered,2025-07-28 13:15:32.206574,
235,235,Delivered,2025-07-11 13:15:32.206574,
236,236,Shipped,2025-07-15 13:15:32.206574,
237,237,Delivered,2025-07-23 13:15:32.206574,2025-07-25 13:15:32.206574
238,238,Shipped,2025-08-01 13:15:32.206574,2025-08-02 13:15:32.206574
239,239,Shipped,2025-07-13 13:15:32.206574,
240,240,Shipped,2025-07-29 13:15:32.206574,
241,241,Shipped,2025-07-29 13:15:32.206574,2025-08-01 13:15:32.206574
242,242,Shipped,2025-08-02 13:15:32.206574,2025-08-03 13:15:32.206574
243,243,Shipped,2025-07-18 13:15:32.206574,2025-07-24 13:15:32.206574
244,244,Delivered,2025-07-28 13:15:32.206574,
245,245,Delivered,2025-07-12 13:15:32.206574,
246,246,Delivered,2025-08-03 13:15:32.206574,2025-08-12 13:15:32.206574
247,247,Shipped,2025-07-17 13:15:32.206574,2025-07-25 13:15:32.206574
248,248,Delivered,2025-07-09 13:15:32.206574,2025-07-10 13:15:32.206574
249,249,Delivered,2025-07-08 13:15:32.206574,
250,250,Shipped,2025-07-22 13:15:32.206574,2025-07-30 13:15:32.206574
251,251,Shipped,2025-07-16 13:15:32.206574,
252,252,Shipped,2025-07-10 13:15:32.206574,2025-07-18 13:15:32.206574
253,253,Delivered,2025-07-10 13:15:32.206574,
254,254,Shipped,2025-07-30 13:15:32.206574,
255,255,Delivered,2025-07-20 13:15:32.206574,
256,256,Delivered,2025-07-14 13:15:32.206574,2025-07-21 13:15:32.206574
257,257,Shipped,2025-07-25 13:15:32.206574,
258,258,Delivered,2025-07-09 13:15:32.206574,
259,259,Delivered,2025-07-20 13:15:32.206574,
260,260,Delivered,2025-07-19 13:15:32.206574,2025-07-24 13:15:32.206574
261,261,Shipped,2025-07-31 13:15:32.206574,2025-08-07 13:15:32.206574
262,262,Shipped,2025-07-08 13:15:32.206574,2025-07-16 13:15:32.206574
263,263,Delivered,2025-07-21 13:15:32.206574,2025-07-28 13:15:32.206574
264,264,Delivered,2025-07-11 13:15:32.206574,2025-07-21 13:15:32.206574
265,265,Delivered,2025-08-05 13:15:32.206574,2025-08-13 13:15:32.206574
266,266,Delivered,2025-08-02 13:15:32.206574,
267,267,Shipped,2025-07-21 13:15:32.206574,2025-07-25 13:15:32.206574
268,268,Shipped,2025-07-27 13:15:32.206574,2025-08-01 13:15:32.206574
269,269,Delivered,2025-07-27 13:15:32.206574,
270,270,Shipped,2025-08-06 13:15:32.206574,2025-08-11 13:15:32.206574
271,271,Delivered,2025-07-09 13:15:32.206574,2025-07-11 13:15:32.206574
272,272,Delivered,2025-07-29 13:15:32.206574,2025-08-01 13:15:32.206574
273,273,Delivered,2025-08-02 13:15:32.206574,2025-08-08 13:15:32.206574
274,274,Shipped,2025-07-16 13:15:32.206574,2025-07-17 13:15:32.206574
275,275,Shipped,2025-07-10 13:15:32.206574,2025-07-17 13:15:32.206574
276,276,Delivered,2025-07-29 13:15:32.206574,2025-08-05 13:15:32.206574
277,277,Delivered,2025-07-14 13:15:32.206574,2025-07-20 13:15:32.206574
278,278,Shipped,2025-07-15 13:15:32.206574,2025-07-24 13:15:32.206574
279,279,Shipped,2025-07-31 13:15:32.206574,
280,280,Shipped,2025-07-09 13:15:32.206574,
281,281,Delivered,2025-07-27 13:15:32.206574,
282,282,Shipped,2025-07-15 13:15:32.206574,
283,283,Delivered,2025-07-24 13:15:32.206574,
284,284,Shipped,2025-07-09 13:15:32.206574,
285,285,Shipped,2025-07-24 13:15:32.206574,2025-07-31 13:15:32.206574
286,286,Delivered,2025-07-27 13:15:32.206574,2025-08-06 13:15:32.206574
287,287,Delivered,2025-08-06 13:15:32.206574,2025-08-16 13:15:32.206574
288,288,Delivered,2025-07-12 13:15:32.206574,
289,289,Delivered,2025-07-13 13:15:32.206574,
290,290,Shipped,2025-08-04 13:15:32.206574,2025-08-05 13:15:32.206574
291,291,Delivered,2025-07-26 13:15:32.206574,
292,292,Shipped,2025-07-08 13:15:32.206574,
293,293,Delivered,2025-07-22 13:15:32.206574,2025-07-24 13:15:32.206574
294,294,Delivered,2025-08-04 13:15:32.206574,
295,295,Shipped,2025-07-26 13:15:32.206574,2025-08-01 13:15:32.206574
296,296,Shipped,2025-08-05 13:15:32.206574,
297,297,Shipped,2025-08-02 13:15:32.206574,
298,298,Delivered,2025-08-03 13:15:32.206574,2025-08-04 13:15:32.206574
299,299,Delivered,2025-07-17 13:15:32.206574,2025-07-24 13:15:32.206574
300,300,Shipped,2025-07-15 13:15:32.206574,
301,301,Delivered,2025-07-11 13:15:32.206574,2025-07-15 13:15:32.206574
302,302,Delivered,2025-08-02 13:15:32.206574,2025-08-06 13:15:32.206574
303,303,Shipped,2025-07-29 13:15:32.206574,
304,304,Delivered,2025-08-06 13:15:32.206574,2025-08-15 13:15:32.206574
305,305,Delivered,2025-07-23 13:15:32.206574,2025-07-28 13:15:32.206574
306,306,Shipped,2025-07-28 13:15:32.206574,2025-08-07 13:15:32.206574
307,307,Delivered,2025-07-15 13:15:32.206574,
308,308,Shipped,2025-07-26 13:15:32.206574,2025-08-03 13:15:32.206574
309,309,Delivered,2025-07-22 13:15:32.206574,
310,310,Shipped,2025-07-20 13:15:32.206574,2025-07-30 13:15:32.206574
311,311,Delivered,2025-07-14 13:15:32.206574,2025-07-17 13:15:32.206574
312,312,Shipped,2025-07-31 13:15:32.206574,
313,313,Shipped,2025-07-31 13:15:32.206574,
314,314,Delivered,2025-07-24 13:15:32.206574,
315,315,Shipped,2025-07-29 13:15:32.206574,2025-08-03 13:15:32.206574
316,316,Delivered,2025-07-23 13:15:32.206574,
317,317,Shipped,2025-07-07 13:15:32.206574,
318,318,Delivered,2025-07-18 13:15:32.206574,
319,319,Delivered,2025-08-05 13:15:32.206574,2025-08-14 13:15:32.206574
320,320,Delivered,2025-07-09 13:15:32.206574,
321,321,Shipped,2025-08-06 13:15:32.206574,2025-08-14 13:15:32.206574
322,322,Shipped,2025-07-26 13:15:32.206574,2025-08-03 13:15:32.206574
323,323,Shipped,2025-07-26 13:15:32.206574,
324,324,Shipped,2025-07-16 13:15:32.206574,2025-07-19 13:15:32.206574
325,325,Shipped,2025-08-05 13:15:32.206574,2025-08-06 13:15:32.206574
326,326,Shipped,2025-07-27 13:15:32.206574,
327,327,Delivered,2025-07-27 13:15:32.206574,2025-07-30 13:15:32.206574
328,328,Delivered,2025-07-30 13:15:32.206574,2025-08-09 13:15:32.206574
329,329,Shipped,2025-07-13 13:15:32.206574,2025-07-18 13:15:32.206574
330,330,Delivered,2025-07-27 13:15:32.206574,
331,331,Shipped,2025-08-02 13:15:32.206574,
332,332,Shipped,2025-07-24 13:15:32.206574,2025-07-30 13:15:32.206574
333,333,Delivered,2025-07-10 13:15:32.206574,
334,334,Delivered,2025-07-18 13:15:32.206574,
335,335,Delivered,2025-07-17 13:15:32.206574,2025-07-23 13:15:32.206574
336,336,Delivered,2025-07-12 13:15:32.206574,2025-07-17 13:15:32.206574
337,337,Delivered,2025-07-19 13:15:32.206574,2025-07-26 13:15:32.206574
338,338,Delivered,2025-08-06 13:15:32.206574,2025-08-15 13:15:32.206574
339,339,Delivered,2025-08-03 13:15:32.206574,2025-08-09 13:15:32.206574
340,340,Delivered,2025-07-09 13:15:32.206574,
341,341,Delivered,2025-07-30 13:15:32.206574,2025-07-31 13:15:32.206574
342,342,Shipped,2025-07-23 13:15:32.206574,
343,343,Shipped,2025-08-06 13:15:32.206574,2025-08-14 13:15:32.206574
344,344,Shipped,2025-07-15 13:15:32.206574,2025-07-20 13:15:32.206574
345,345,Shipped,2025-07-18 13:15:32.206574,
346,346,Delivered,2025-08-01 13:15:32.206574,2025-08-08 13:15:32.206574
347,347,Delivered,2025-07-14 13:15:32.206574,2025-07-18 13:15:32.206574
348,348,Shipped,2025-07-14 13:15:32.206574,
349,349,Shipped,2025-07-16 13:15:32.206574,
350,350,Shipped,2025-08-05 13:15:32.206574,2025-08-06 13:15:32.206574
351,351,Shipped,2025-07-18 13:15:32.206574,
352,352,Shipped,2025-07-17 13:15:32.206574,
353,353,Delivered,2025-08-04 13:15:32.206574,2025-08-13 13:15:32.206574
354,354,Delivered,2025-07-29 13:15:32.206574,2025-08-03 13:15:32.206574
355,355,Delivered,2025-07-26 13:15:32.206574,
356,356,Shipped,2025-07-28 13:15:32.206574,2025-08-04 13:15:32.206574
357,357,Delivered,2025-07-28 13:15:32.206574,
358,358,Shipped,2025-07-08 13:15:32.206574,2025-07-09 13:15:32.206574
359,359,Shipped,2025-07-31 13:15:32.206574,2025-08-04 13:15:32.206574
360,360,Shipped,2025-07-22 13:15:32.206574,2025-08-01 13:15:32.206574
361,361,Shipped,2025-07-20 13:15:32.206574,2025-07-22 13:15:32.206574
362,362,Delivered,2025-08-04 13:15:32.206574,2025-08-13 13:15:32.206574
363,363,Shipped,2025-07-07 13:15:32.206574,
364,364,Shipped,2025-07-10 13:15:32.206574,
365,365,Delivered,2025-07-11 13:15:32.206574,
366,366,Delivered,2025-07-22 13:15:32.206574,
367,367,Shipped,2025-07-24 13:15:32.206574,2025-08-01 13:15:32.206574
368,368,Delivered,2025-08-04 13:15:32.206574,
369,369,Delivered,2025-07-16 13:15:32.206574,
370,370,Shipped,2025-07-31 13:15:32.206574,
371,371,Shipped,2025-07-09 13:15:32.206574,
372,372,Delivered,2025-07-15 13:15:32.206574,2025-07-20 13:15:32.206574
373,373,Delivered,2025-07-30 13:15:32.206574,
374,374,Delivered,2025-07-21 13:15:32.206574,
375,375,Delivered,2025-07-13 13:15:32.206574,2025-07-15 13:15:32.206574
376,376,Delivered,2025-07-31 13:15:32.206574,2025-08-01 13:15:32.206574
377,377,Shipped,2025-07-23 13:15:32.206574,
378,378,Delivered,2025-07-15 13:15:32.206574,
379,379,Delivered,2025-07-21 13:15:32.206574,
380,380,Shipped,2025-07-11 13:15:32.206574,
381,381,Delivered,2025-07-13 13:15:32.206574,
382,382,Shipped,2025-08-01 13:15:32.206574,2025-08-02 13:15:32.206574
383,383,Shipped,2025-07-17 13:15:32.206574,
384,384,Shipped,2025-07-18 13:15:32.206574,2025-07-20 13:15:32.206574
385,385,Delivered,2025-07-29 13:15:32.206574,2025-08-01 13:15:32.206574
386,386,Shipped,2025-07-27 13:15:32.206574,2025-08-05 13:15:32.206574
387,387,Delivered,2025-07-14 13:15:32.206574,
388,388,Shipped,2025-07-10 13:15:32.206574,2025-07-19 13:15:32.206574
389,389,Delivered,2025-08-04 13:15:32.206574,
390,390,Shipped,2025-08-02 13:15:32.206574,
391,391,Shipped,2025-08-06 13:15:32.206574,
392,392,Shipped,2025-07-23 13:15:32.206574,2025-07-24 13:15:32.206574
393,393,Delivered,2025-07-28 13:15:32.206574,
394,394,Delivered,2025-07-23 13:15:32.206574,2025-07-25 13:15:32.206574
395,395,Shipped,2025-08-01 13:15:32.206574,
396,396,Shipped,2025-07-26 13:15:32.206574,2025-07-29 13:15:32.206574
397,397,Delivered,2025-08-05 13:15:32.206574,
398,398,Shipped,2025-07-08 13:15:32.206574,
399,399,Delivered,2025-07-29 13:15:32.206574,
400,400,Shipped,2025-07-13 13:15:32.206574,
401,401,Shipped,2025-07-13 13:15:32.206574,
402,402,Shipped,2025-07-14 13:15:32.206574,2025-07-19 13:15:32.206574
403,403,Delivered,2025-08-01 13:15:32.206574,2025-08-06 13:15:32.206574
404,404,Delivered,2025-07-25 13:15:32.206574,
405,405,Delivered,2025-07-13 13:15:32.206574,
406,406,Shipped,2025-08-04 13:15:32.206574,
407,407,Shipped,2025-07-22 13:15:32.206574,
408,408,Delivered,2025-07-23 13:15:32.206574,
409,409,Shipped,2025-07-15 13:15:32.206574,2025-07-23 13:15:32.206574
410,410,Delivered,2025-07-09 13:15:32.206574,
411,411,Delivered,2025-07-30 13:15:32.206574,2025-08-03 13:15:32.206574
412,412,Shipped,2025-07-09 13:15:32.206574,
413,413,Delivered,2025-07-22 13:15:32.206574,2025-07-28 13:15:32.206574
414,414,Shipped,2025-08-01 13:15:32.206574,
415,415,Delivered,2025-07-11 13:15:32.206574,2025-07-14 13:15:32.206574
416,416,Shipped,2025-07-21 13:15:32.206574,2025-07-29 13:15:32.206574
417,417,Delivered,2025-07-10 13:15:32.206574,
418,418,Shipped,2025-07-19 13:15:32.206574,2025-07-22 13:15:32.206574
