shipment_id,order_id,status,shipped_at,delivered_at
121,121,Delivered,2025-08-03 09:12:49.278157,2025-08-08 09:12:49.278157
122,122,Shipped,2025-07-30 09:12:49.278157,
123,123,Shipped,2025-08-06 09:12:49.278157,
124,124,Delivered,2025-07-24 09:12:49.278157,2025-07-31 09:12:49.278157
125,125,Delivered,2025-07-23 09:12:49.278157,2025-08-01 09:12:49.278157
126,126,Delivered,2025-07-31 09:12:49.278157,2025-08-02 09:12:49.278157
127,127,Shipped,2025-07-15 09:12:49.278157,
128,128,Delivered,2025-07-28 09:12:49.278157,2025-08-06 09:12:49.278157
129,129,Shipped,2025-07-29 09:12:49.278157,
130,130,Shipped,2025-07-20 09:12:49.278157,
131,131,Delivered,2025-08-03 09:12:49.278157,2025-08-07 09:12:49.278157
132,132,Shipped,2025-08-03 09:12:49.278157,
133,133,Shipped,2025-07-25 09:12:49.278157,
134,134,Shipped,2025-08-01 09:12:49.278157,
135,135,Delivered,2025-07-17 09:12:49.278157,2025-07-18 09:12:49.278157
136,136,Shipped,2025-07-25 09:12:49.278157,
137,137,Delivered,2025-07-10 09:12:49.278157,2025-07-17 09:12:49.278157
138,138,Shipped,2025-07-24 09:12:49.278157,
139,139,Delivered,2025-07-27 09:12:49.278157,2025-08-03 09:12:49.278157
140,140,Shipped,2025-08-06 09:12:49.278157,
141,141,Shipped,2025-07-18 09:12:49.278157,
142,142,Shipped,2025-07-09 09:12:49.278157,
143,143,Delivered,2025-07-16 09:12:49.278157,2025-07-26 09:12:49.278157
144,144,Shipped,2025-07-08 09:12:49.278157,
145,145,Delivered,2025-08-05 09:12:49.278157,2025-08-08 09:12:49.278157
146,146,Delivered,2025-07-23 09:12:49.278157,2025-07-27 09:12:49.278157
147,147,Shipped,2025-07-22 09:12:49.278157,
148,148,Shipped,2025-07-16 09:12:49.278157,
149,149,Delivered,2025-07-13 09:12:49.278157,2025-07-22 09:12:49.278157
150,150,Delivered,2025-07-30 09:12:49.278157,2025-08-01 09:12:49.278157
151,151,Delivered,2025-07-09 09:12:49.278157,2025-07-14 09:12:49.278157
152,152,Delivered,2025-07-25 09:12:49.278157,2025-08-04 09:12:49.278157
153,153,Delivered,2025-07-09 09:12:49.278157,2025-07-11 09:12:49.278157
154,154,Delivered,2025-07-16 09:12:49.278157,2025-07-18 09:12:49.278157
155,155,Delivered,2025-07-27 09:12:49.278157,2025-08-06 09:12:49.278157
156,156,Shipped,2025-07-12 09:12:49.278157,
157,157,Delivered,2025-07-09 09:12:49.278157,2025-07-10 09:12:49.278157
158,158,Delivered,2025-07-09 09:12:49.278157,2025-07-13 09:12:49.278157
159,159,Shipped,2025-07-15 09:12:49.278157,
160,160,Delivered,2025-08-03 09:12:49.278157,2025-08-13 09:12:49.278157
161,161,Delivered,2025-07-23 09:12:49.278157,2025-07-31 09:12:49.278157
162,162,Delivered,2025-07-11 09:12:49.278157,2025-07-17 09:12:49.278157
163,163,Delivered,2025-07-12 09:12:49.278157,2025-07-20 09:12:49.278157
164,164,Delivered,2025-07-11 09:12:49.278157,2025-07-18 09:12:49.278157
165,165,Shipped,2025-07-09 09:12:49.278157,
166,166,Delivered,2025-07-12 09:12:49.278157,2025-07-19 09:12:49.278157
167,167,Delivered,2025-07-24 09:12:49.278157,2025-08-02 09:12:49.278157
168,168,Delivered,2025-08-02 09:12:49.278157,2025-08-08 09:12:49.278157
169,169,Shipped,2025-07-26 09:12:49.278157,
170,170,Shipped,2025-07-13 09:12:49.278157,
171,171,Shipped,2025-07-11 09:12:49.278157,
172,172,Delivered,2025-07-17 09:12:49.278157,2025-07-18 09:12:49.278157
173,173,Shipped,2025-07-17 09:12:49.278157,
174,174,Shipped,2025-07-11 09:12:49.278157,
175,175,Shipped,2025-07-11 09:12:49.278157,
176,176,Shipped,2025-07-15 09:12:49.278157,
177,177,Shipped,2025-07-23 09:12:49.278157,
178,178,Shipped,2025-08-04 09:12:49.278157,
179,179,Delivered,2025-07-17 09:12:49.278157,2025-07-20 09:12:49.278157
180,180,Delivered,2025-08-06 09:12:49.278157,2025-08-13 09:12:49.278157
181,181,Delivered,2025-08-02 09:12:49.278157,2025-08-05 09:12:49.278157
182,182,Shipped,2025-07-26 09:12:49.278157,
183,183,Shipped,2025-07-20 09:12:49.278157,
184,184,Shipped,2025-08-01 09:12:49.278157,
185,185,Shipped,2025-07-22 09:12:49.278157,
186,186,Delivered,2025-07-30 09:12:49.278157,2025-08-05 09:12:49.278157
187,187,Delivered,2025-07-29 09:12:49.278157,2025-08-07 09:12:49.278157
188,188,Shipped,2025-08-05 09:12:49.278157,
189,189,Shipped,2025-07-28 09:12:49.278157,
190,190,Delivered,2025-07-13 09:12:49.278157,2025-07-15 09:12:49.278157
191,191,Shipped,2025-07-29 09:12:49.278157,
192,192,Shipped,2025-07-08 09:12:49.278157,
193,193,Shipped,2025-07-15 09:12:49.278157,
194,194,Delivered,2025-08-03 09:12:49.278157,2025-08-11 09:12:49.278157
195,195,Shipped,2025-07-12 09:12:49.278157,
196,196,Delivered,2025-07-09 09:12:49.278157,2025-07-12 09:12:49.278157
197,197,Delivered,2025-07-24 09:12:49.278157,2025-07-25 09:12:49.278157
198,198,Shipped,2025-08-02 09:12:49.278157,
199,199,Delivered,2025-08-06 09:12:49.278157,2025-08-13 09:12:49.278157
200,200,Shipped,2025-08-02 09:12:49.278157,
201,201,Delivered,2025-07-08 09:12:49.278157,2025-07-16 09:12:49.278157
202,202,Shipped,2025-08-02 09:12:49.278157,
203,203,Shipped,2025-07-11 09:12:49.278157,
204,204,Delivered,2025-07-28 09:12:49.278157,2025-07-31 09:12:49.278157
205,205,Delivered,2025-08-05 09:12:49.278157,2025-08-10 09:12:49.278157
206,206,Delivered,2025-07-10 09:12:49.278157,2025-07-16 09:12:49.278157
207,207,Shipped,2025-07-26 09:12:49.278157,
208,208,Delivered,2025-07-27 09:12:49.278157,2025-08-05 09:12:49.278157
209,209,Delivered,2025-07-30 09:12:49.278157,2025-08-05 09:12:49.278157
210,210,Shipped,2025-08-01 09:12:49.278157,
211,211,Shipped,2025-07-24 09:12:49.278157,
212,212,Shipped,2025-07-28 09:12:49.278157,
213,213,Delivered,2025-08-01 09:12:49.278157,2025-08-04 09:12:49.278157
214,214,Shipped,2025-07-13 09:12:49.278157,
215,215,Shipped,2025-08-01 09:12:49.278157,
216,216,Shipped,2025-07-08 09:12:49.278157,
217,217,Shipped,2025-08-05 09:12:49.278157,
218,218,Delivered,2025-07-28 09:12:49.278157,2025-08-07 09:12:49.278157
219,219,Shipped,2025-08-01 09:12:49.278157,
220,220,Shipped,2025-07-10 09:12:49.278157,
221,221,Shipped,2025-07-10 09:12:49.278157,
222,222,Delivered,2025-07-24 09:12:49.278157,2025-08-03 09:12:49.278157
223,223,Shipped,2025-07-24 09:12:49.278157,
224,224,Shipped,2025-07-30 09:12:49.278157,
225,225,Shipped,2025-07-11 09:12:49.278157,
226,226,Shipped,2025-07-18 09:12:49.278157,
227,227,Shipped,2025-07-11 09:12:49.278157,
228,228,Shipped,2025-07-15 09:12:49.278157,
229,229,Shipped,2025-07-09 09:12:49.278157,
230,230,Delivered,2025-07-30 09:12:49.278157,2025-08-06 09:12:49.278157
231,231,Shipped,2025-07-08 09:12:49.278157,
232,232,Shipped,2025-07-23 09:12:49.279156,
233,233,Shipped,2025-07-18 09:12:49.279156,
234,234,Shipped,2025-07-16 09:12:49.279156,
235,235,Delivered,2025-07-28 09:12:49.279156,2025-08-05 09:12:49.279156
236,236,Delivered,2025-07-08 09:12:49.279156,2025-07-14 09:12:49.279156
237,237,Delivered,2025-07-20 09:12:49.279156,2025-07-25 09:12:49.279156
238,238,Delivered,2025-08-02 09:12:49.279156,2025-08-05 09:12:49.279156
239,239,Delivered,2025-08-02 09:12:49.279156,2025-08-09 09:12:49.279156
240,240,Shipped,2025-07-14 09:12:49.279156,
241,241,Delivered,2025-08-03 09:12:49.279156,2025-08-07 09:12:49.279156
242,242,Delivered,2025-07-13 09:12:49.279156,2025-07-20 09:12:49.279156
243,243,Delivered,2025-07-24 09:12:49.279156,2025-07-30 09:12:49.279156
244,244,Shipped,2025-07-29 09:12:49.279156,
245,245,Shipped,2025-07-26 09:12:49.279156,
246,246,Delivered,2025-07-10 09:12:49.279156,2025-07-17 09:12:49.279156
247,247,Delivered,2025-07-18 09:12:49.279156,2025-07-22 09:12:49.279156
248,248,Delivered,2025-08-02 09:12:49.279156,2025-08-11 09:12:49.279156
249,249,Shipped,2025-07-08 09:12:49.279156,
250,250,Delivered,2025-08-05 09:12:49.279156,2025-08-07 09:12:49.279156
251,251,Shipped,2025-07-25 09:12:49.279156,
252,252,Shipped,2025-07-10 09:12:49.279156,
253,253,Delivered,2025-07-14 09:12:49.279156,2025-07-19 09:12:49.279156
254,254,Shipped,2025-08-06 09:12:49.279156,
255,255,Shipped,2025-08-03 09:12:49.279156,
256,256,Delivered,2025-08-06 09:12:49.279156,2025-08-08 09:12:49.279156
257,257,Shipped,2025-07-11 09:12:49.279156,
258,258,Delivered,2025-07-13 09:12:49.279156,2025-07-15 09:12:49.279156
259,259,Shipped,2025-07-16 09:12:49.279156,
260,260,Shipped,2025-07-09 09:12:49.279156,
261,261,Delivered,2025-07-21 09:12:49.279156,2025-07-23 09:12:49.279156
262,262,Shipped,2025-08-03 09:12:49.279156,
263,263,Delivered,2025-08-04 09:12:49.279156,2025-08-08 09:12:49.279156
264,264,Delivered,2025-07-19 09:12:49.279156,2025-07-20 09:12:49.279156
265,265,Shipped,2025-07-25 09:12:49.279156,
266,266,Shipped,2025-08-07 09:12:49.279156,
267,267,Shipped,2025-07-14 09:12:49.279156,
268,268,Delivered,2025-07-19 09:12:49.279156,2025-07-25 09:12:49.279156
269,269,Shipped,2025-07-28 09:12:49.279156,
270,270,Delivered,2025-07-09 09:12:49.279156,2025-07-12 09:12:49.279156
271,271,Shipped,2025-08-06 09:12:49.279156,
272,272,Delivered,2025-07-14 09:12:49.279156,2025-07-21 09:12:49.279156
273,273,Shipped,2025-07-26 09:12:49.279156,
274,274,Delivered,2025-08-01 09:12:49.279156,2025-08-06 09:12:49.279156
275,275,Shipped,2025-07-26 09:12:49.279156,
276,276,Shipped,2025-08-06 09:12:49.279156,
277,277,Shipped,2025-07-29 09:12:49.279156,
278,278,Delivered,2025-07-30 09:12:49.279156,2025-08-08 09:12:49.279156
279,279,Shipped,2025-07-13 09:12:49.279156,
280,280,Shipped,2025-07-29 09:12:49.279156,
281,281,Shipped,2025-08-01 09:12:49.279156,
282,282,Delivered,2025-07-15 09:12:49.279156,2025-07-24 09:12:49.279156
283,283,Shipped,2025-07-16 09:12:49.279156,
284,284,Delivered,2025-07-10 09:12:49.279156,2025-07-17 09:12:49.279156
285,285,Shipped,2025-07-13 09:12:49.279156,
286,286,Shipped,2025-07-19 09:12:49.279156,
287,287,Delivered,2025-08-04 09:12:49.279156,2025-08-10 09:12:49.279156
288,288,Delivered,2025-07-08 09:12:49.279156,2025-07-16 09:12:49.279156
289,289,Delivered,2025-08-06 09:12:49.279156,2025-08-14 09:12:49.279156
290,290,Shipped,2025-08-01 09:12:49.279156,
291,291,Delivered,2025-08-02 09:12:49.279156,2025-08-04 09:12:49.279156
292,292,Delivered,2025-07-13 09:12:49.279156,2025-07-17 09:12:49.279156
293,293,Delivered,2025-07-17 09:12:49.279156,2025-07-27 09:12:49.279156
294,294,Shipped,2025-07-11 09:12:49.279156,
295,295,Delivered,2025-07-21 09:12:49.279156,2025-07-31 09:12:49.279156
296,296,Delivered,2025-07-08 09:12:49.279156,2025-07-09 09:12:49.279156
297,297,Delivered,2025-08-04 09:12:49.279156,2025-08-11 09:12:49.279156
298,298,Delivered,2025-08-07 09:12:49.279156,2025-08-11 09:12:49.279156
299,299,Delivered,2025-07-22 09:12:49.279156,2025-07-27 09:12:49.279156
300,300,Delivered,2025-07-14 09:12:49.279156,2025-07-16 09:12:49.279156
301,301,Shipped,2025-07-25 09:12:49.279156,
302,302,Delivered,2025-08-05 09:12:49.279156,2025-08-13 09:12:49.279156
303,303,Delivered,2025-07-24 09:12:49.279156,2025-07-28 09:12:49.279156
304,304,Shipped,2025-07-18 09:12:49.279156,
305,305,Delivered,2025-08-02 09:12:49.279156,2025-08-05 09:12:49.279156
306,306,Delivered,2025-08-07 09:12:49.279156,2025-08-09 09:12:49.279156
307,307,Shipped,2025-07-30 09:12:49.279156,
308,308,Shipped,2025-07-29 09:12:49.279156,
309,309,Delivered,2025-07-28 09:12:49.279156,2025-08-04 09:12:49.279156
310,310,Shipped,2025-07-12 09:12:49.279156,
311,311,Delivered,2025-07-31 09:12:49.279156,2025-08-04 09:12:49.279156
312,312,Delivered,2025-07-21 09:12:49.279156,2025-07-28 09:12:49.279156
313,313,Delivered,2025-07-20 09:12:49.279156,2025-07-29 09:12:49.279156
314,314,Delivered,2025-07-12 09:12:49.279156,2025-07-18 09:12:49.279156
315,315,Delivered,2025-07-14 09:12:49.279156,2025-07-23 09:12:49.279156
316,316,Shipped,2025-07-27 09:12:49.279156,
317,317,Delivered,2025-07-18 09:12:49.279156,2025-07-28 09:12:49.279156
318,318,Shipped,2025-07-13 09:12:49.279156,
319,319,Delivered,2025-07-31 09:12:49.279156,2025-08-08 09:12:49.279156
320,320,Shipped,2025-07-10 09:12:49.279156,
321,321,Shipped,2025-08-02 09:12:49.279156,
322,322,Shipped,2025-07-21 09:12:49.279156,
323,323,Delivered,2025-07-16 09:12:49.279156,2025-07-26 09:12:49.279156
324,324,Delivered,2025-08-06 09:12:49.279156,2025-08-08 09:12:49.279156
325,325,Delivered,2025-07-14 09:12:49.279156,2025-07-24 09:12:49.279156
326,326,Shipped,2025-07-27 09:12:49.279156,
327,327,Delivered,2025-07-13 09:12:49.279156,2025-07-21 09:12:49.279156
328,328,Shipped,2025-07-23 09:12:49.279156,
329,329,Delivered,2025-07-24 09:12:49.279156,2025-08-01 09:12:49.279156
330,330,Shipped,2025-07-14 09:12:49.279156,
331,331,Delivered,2025-07-24 09:12:49.279156,2025-07-26 09:12:49.279156
332,332,Delivered,2025-07-15 09:12:49.279156,2025-07-19 09:12:49.279156
333,333,Delivered,2025-07-12 09:12:49.279156,2025-07-20 09:12:49.279156
334,334,Shipped,2025-08-05 09:12:49.279156,
335,335,Shipped,2025-07-17 09:12:49.279156,
336,336,Shipped,2025-07-08 09:12:49.279156,
337,337,Delivered,2025-07-31 09:12:49.279156,2025-08-02 09:12:49.279156
338,338,Shipped,2025-07-10 09:12:49.279156,
339,339,Delivered,2025-07-28 09:12:49.279156,2025-07-30 09:12:49.279156
340,340,Delivered,2025-07-16 09:12:49.279156,2025-07-24 09:12:49.279156
341,341,Shipped,2025-07-22 09:12:49.279156,
342,342,Shipped,2025-07-16 09:12:49.279156,
343,343,Delivered,2025-07-20 09:12:49.279156,2025-07-23 09:12:49.279156
344,344,Delivered,2025-07-20 09:12:49.279156,2025-07-26 09:12:49.279156
345,345,Shipped,2025-08-06 09:12:49.279156,
346,346,Delivered,2025-08-06 09:12:49.279156,2025-08-16 09:12:49.279156
347,347,Delivered,2025-07-26 09:12:49.279156,2025-07-30 09:12:49.279156
348,348,Shipped,2025-07-25 09:12:49.279156,
349,349,Delivered,2025-07-14 09:12:49.279156,2025-07-18 09:12:49.279156
350,350,Shipped,2025-07-11 09:12:49.279156,
351,351,Delivered,2025-08-03 09:12:49.279156,2025-08-13 09:12:49.279156
352,352,Delivered,2025-07-29 09:12:49.279156,2025-08-07 09:12:49.279156
353,353,Shipped,2025-07-31 09:12:49.279156,
354,354,Shipped,2025-07-27 09:12:49.279156,
355,355,Delivered,2025-07-26 09:12:49.279156,2025-08-01 09:12:49.279156
356,356,Shipped,2025-07-11 09:12:49.279156,
357,357,Delivered,2025-07-08 09:12:49.279156,2025-07-14 09:12:49.279156
358,358,Delivered,2025-08-01 09:12:49.279156,2025-08-10 09:12:49.279156
359,359,Shipped,2025-07-18 09:12:49.279156,
360,360,Shipped,2025-08-02 09:12:49.279156,
361,361,Shipped,2025-07-18 09:12:49.279156,
362,362,Delivered,2025-07-17 09:12:49.279156,2025-07-19 09:12:49.279156
363,363,Delivered,2025-07-26 09:12:49.279156,2025-08-01 09:12:49.279156
364,364,Shipped,2025-07-23 09:12:49.279156,
365,365,Delivered,2025-08-05 09:12:49.279156,2025-08-09 09:12:49.279156
366,366,Shipped,2025-07-13 09:12:49.279156,
367,367,Shipped,2025-07-19 09:12:49.279156,
368,368,Shipped,2025-07-27 09:12:49.279156,
369,369,Delivered,2025-08-06 09:12:49.279156,2025-08-11 09:12:49.279156
370,370,Delivered,2025-07-27 09:12:49.279156,2025-07-31 09:12:49.279156
371,371,Delivered,2025-07-14 09:12:49.279156,2025-07-19 09:12:49.279156
372,372,Shipped,2025-08-01 09:12:49.279156,
373,373,Delivered,2025-07-20 09:12:49.279156,2025-07-29 09:12:49.279156
374,374,Shipped,2025-07-28 09:12:49.279156,
375,375,Shipped,2025-07-26 09:12:49.279156,
376,376,Delivered,2025-07-13 09:12:49.279156,2025-07-15 09:12:49.279156
377,377,Delivered,2025-07-28 09:12:49.279156,2025-08-05 09:12:49.279156
378,378,Shipped,2025-07-28 09:12:49.279156,
379,379,Shipped,2025-07-21 09:12:49.279156,
380,380,Shipped,2025-07-14 09:12:49.279156,
381,381,Shipped,2025-07-15 09:12:49.279156,
382,382,Shipped,2025-08-04 09:12:49.279156,
383,383,Shipped,2025-07-30 09:12:49.279156,
384,384,Shipped,2025-07-16 09:12:49.279156,
385,385,Shipped,2025-08-07 09:12:49.279156,
386,386,Delivered,2025-07-27 09:12:49.279156,2025-07-28 09:12:49.279156
387,387,Shipped,2025-07-23 09:12:49.279156,
388,388,Delivered,2025-07-11 09:12:49.279156,2025-07-16 09:12:49.279156
389,389,Delivered,2025-07-11 09:12:49.279156,2025-07-21 09:12:49.279156
390,390,Shipped,2025-08-07 09:12:49.279156,
391,391,Delivered,2025-08-01 09:12:49.279156,2025-08-02 09:12:49.279156
392,392,Shipped,2025-07-24 09:12:49.279156,
393,393,Delivered,2025-08-03 09:12:49.279156,2025-08-05 09:12:49.279156
394,394,Delivered,2025-07-17 09:12:49.279156,2025-07-24 09:12:49.279156
395,395,Shipped,2025-07-27 09:12:49.279156,
396,396,Shipped,2025-08-06 09:12:49.279156,
397,397,Shipped,2025-07-19 09:12:49.279156,
398,398,Shipped,2025-08-06 09:12:49.279156,
399,399,Delivered,2025-07-19 09:12:49.279156,2025-07-23 09:12:49.279156
400,400,Shipped,2025-08-07 09:12:49.279156,
401,401,Shipped,2025-07-21 09:12:49.279156,
402,402,Shipped,2025-07-25 09:12:49.279156,
403,403,Shipped,2025-08-05 09:12:49.279156,
404,404,Delivered,2025-07-31 09:12:49.279156,2025-08-08 09:12:49.279156
405,405,Shipped,2025-07-16 09:12:49.279156,
406,406,Delivered,2025-07-28 09:12:49.279156,2025-07-31 09:12:49.279156
407,407,Delivered,2025-07-09 09:12:49.279156,2025-07-17 09:12:49.279156
408,408,Shipped,2025-07-13 09:12:49.279156,
409,409,Shipped,2025-07-13 09:12:49.279156,
410,410,Delivered,2025-07-25 09:12:49.279156,2025-07-30 09:12:49.279156
411,411,Shipped,2025-07-29 09:12:49.279156,
412,412,Delivered,2025-08-07 09:12:49.279156,2025-08-11 09:12:49.279156
413,413,Shipped,2025-07-20 09:12:49.279156,
414,414,Shipped,2025-08-07 09:12:49.279156,
415,415,Shipped,2025-07-08 09:12:49.279156,
416,416,Shipped,2025-07-23 09:12:49.279156,
